Id,Title,Merchant,Categories,Description,Terms,Coupon Code,URL,Status,Start Date,End Date,Offer Added At,Image URL
57770,Get Flat 10% off on all International flights,Rehlat,Travel,,,MUBARAK,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.rehlat.com/,live,2018-05-18,2018-07-15,18/05/2018,https://cdn0.cuelinks.com/campaigns/3331/original/Rehlat_%281%29.png?1504156264
57771,Get Flat 10% off on all International flights,Rehlat,Travel,,,MUBARAK,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.rehlat.com/,live,2018-05-18,2018-07-15,18/05/2018,https://cdn0.cuelinks.com/campaigns/3331/original/Rehlat_%281%29.png?1504156264
57772,Get Flat 10% off on all International flights,Rehlat,Travel,,,MUBARAK,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.rehlat.com/,live,2018-05-18,2018-07-15,18/05/2018,https://cdn0.cuelinks.com/campaigns/3331/original/Rehlat_%281%29.png?1504156264
57773,Get Flat 10% off on all International flights,Rehlat,Travel,,,MUBARAK,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.rehlat.com/,live,2018-05-18,2018-07-15,18/05/2018,https://cdn0.cuelinks.com/campaigns/3331/original/Rehlat_%281%29.png?1504156264
57774,Save up to 30% on all hotel bookings,Rehlat,Travel,,,GREATSALE,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.rehlat.com/,live,2018-05-18,2018-07-30,18/05/2018,https://cdn0.cuelinks.com/campaigns/3331/original/Rehlat_%281%29.png?1504156264
57775,Save up to 30% on all hotel bookings,Rehlat,Travel,,,GREATSALE,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.rehlat.com/,live,2018-05-18,2018-07-30,18/05/2018,https://cdn0.cuelinks.com/campaigns/3331/original/Rehlat_%281%29.png?1504156264
57776,Save up to 30% on all hotel bookings,Rehlat,Travel,,,GREATSALE,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.rehlat.com/,live,2018-05-18,2018-07-30,18/05/2018,https://cdn0.cuelinks.com/campaigns/3331/original/Rehlat_%281%29.png?1504156264
57777,Save up to 30% on all hotel bookings,Rehlat,Travel,,,GREATSALE,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.rehlat.com/,live,2018-05-18,2018-07-30,18/05/2018,https://cdn0.cuelinks.com/campaigns/3331/original/Rehlat_%281%29.png?1504156264
58010,INR 800 instant discount* on Domestic Flight bookings only when you pay using PayPal,Makemytrip (Flights),Travel,,TnC: Minimum Transaction Value INR 4000,MMTPAY,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.makemytrip.com/flights,live,2018-05-30,2018-06-15,30/05/2018,https://cdn0.cuelinks.com/campaigns/93/original/Make_my_trip.png?1503474625
58153,Get Rs.250 cashback on bus tickets,Ticket Goose,Travel,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.ticketgoose.com/,live,2018-06-04,2018-06-20,04/06/2018,https://cdn0.cuelinks.com/campaigns/898/original/ticketgoose.jpg?1427452657
58178,"Get 1 lucky winner gets a Maruti Suzuki Ciaz, Get 25 lucky winners get a Google Pixel 2 XL, Get 25 lucky winners get free flights and hotel stays",JetAirways Flights,Travel,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.jetairways.com/en/IN/Home.aspx,live,2018-06-06,2018-06-30,06/06/2018,https://cdn0.cuelinks.com/campaigns/82/original/Jet-Airways.png?1486641796
58179,Get Upto 9% discount on Premiere cabin from France to India,JetAirways Flights,Travel,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.jetairways.com/en/IN/Home.aspx,live,2018-06-06,2018-06-15,06/06/2018,https://cdn0.cuelinks.com/campaigns/82/original/Jet-Airways.png?1486641796
58180,"Get Economy fares starting @ THB 9185, Premiere fares starting @ THB 25165",JetAirways Flights,Travel,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.jetairways.com/en/IN/Home.aspx,live,2018-06-06,2018-06-11,06/06/2018,https://cdn0.cuelinks.com/campaigns/82/original/Jet-Airways.png?1486641796
